时间,沪深300,中证500,万得全A,中债-综合财富(总值)指数,中债-总财富(总值)指数
2006-12-25,1939.104,1744.817,1409.0497,118.92,115.804
2006-12-26,1938.238,1726.777,1403.5743,118.926,115.807
2006-12-27,1982.877,1738.525,1427.0972,118.921,115.806
2006-12-28,1979.933,1704.724,1415.7869,118.946,115.864
2006-12-29,2041.047,1726.146,1449.5112,118.961,115.856
2007-1-4,2067.092,1723.686,1461.2643,119.026,115.907
2007-1-5,2072.883,1770.475,1474.4288,119.08,116.012
2007-1-8,2131.556,1851.964,1522.0564,119.079,116.006
2007-1-9,2200.086,1891.871,1564.7432,119.129,116.053
2007-1-10,2255.966,1940.832,1603.9025,119.158,116.124
2007-1-11,2231.629,1952.236,1595.1082,119.196,116.148
2007-1-12,2173.747,1881.753,1550.6074,119.174,116.101
2007-1-15,2287.342,1986.539,1630.5848,119.219,116.164
2007-1-16,2353.874,2055.016,1678.5862,119.253,116.237
2007-1-17,2308.931,2035.651,1653.6207,119.258,116.258
2007-1-18,2317.095,2085.403,1668.848,119.258,116.236
2007-1-19,2396.093,2159.638,1725.1941,119.255,116.229
2007-1-22,2491.313,2258.986,1796.1405,119.287,116.272
2007-1-23,2508.13,2261.785,1806.541,119.279,116.246
2007-1-24,2536.428,2283.696,1825.2535,119.285,116.246
2007-1-25,2452.831,2174.239,1758.4696,119.279,116.256
2007-1-26,2512.922,2186.27,1789.0554,119.294,116.237
2007-1-29,2576.917,2260.596,1838.6967,119.315,116.286
2007-1-30,2551.884,2255.938,1825.1704,119.264,116.182
2007-1-31,2385.335,2142.891,1719.2134,119.229,116.124
2007-2-1,2395.172,2165.405,1728.2465,119.223,116.117
2007-2-2,2298.003,2127.104,1672.5308,119.21,116.085
2007-2-5,2271.797,2152.25,1666.0814,119.216,116.082
2007-2-6,2316.04,2198.239,1699.8691,119.196,116.021
2007-2-7,2369.787,2237.944,1735.4707,119.172,116.025
2007-2-8,2410.601,2278.445,1765.7152,119.16,116.018
2007-2-9,2397.245,2287.381,1761.6945,119.103,115.959
2007-2-12,2485.392,2341.072,1818.356,119.106,115.937
2007-2-13,2522.63,2384.158,1847.5122,119.141,115.953
2007-2-14,2588.349,2435.959,1892.7006,119.149,115.97
2007-2-15,2668.633,2512.402,1950.0917,119.165,115.978
2007-2-16,2676.735,2541.409,1962.6274,119.17,115.98
2007-2-26,2707.676,2642.114,2004.4292,119.312,116.056
2007-2-27,2457.492,2405.574,1826.5634,119.295,116.042
2007-2-28,2544.571,2513.533,1897.1541,119.286,116.054
2007-3-1,2473.544,2459.511,1848.9214,119.305,116.05
2007-3-2,2508.729,2503.677,1876.7981,119.306,116.044
2007-3-5,2475.606,2511.916,1863.0814,119.318,116.031
2007-3-6,2520.293,2516.003,1885.1532,119.298,116.039
2007-3-7,2589.436,2580.597,1934.3635,119.315,116.063
2007-3-8,2627.63,2634.879,1967.4681,119.27,116.007
2007-3-9,2611.393,2638.047,1961.9891,119.218,115.949
2007-3-12,2616.172,2696.497,1980.9224,119.239,115.935
2007-3-13,2640.169,2727.455,2001.3391,119.218,115.913
2007-3-14,2597.357,2708.687,1977.7578,119.2,115.885
2007-3-15,2645.546,2760.844,2015.0339,119.192,115.869
2007-3-16,2604.226,2710.861,1983.3287,119.155,115.828
2007-3-19,2659.413,2751.477,2018.7631,119.108,115.776
2007-3-20,2672.771,2810.714,2042.1212,119.043,115.748
2007-3-21,2702.597,2859.006,2069.5432,118.996,115.678
2007-3-22,2711.322,2861.146,2077.7656,118.983,115.639
2007-3-23,2716.266,2897.999,2090.4841,118.945,115.617
2007-3-26,2764.034,2989.051,2134.1003,118.979,115.63
2007-3-27,2784.023,3039.534,2156.3018,118.987,115.641
2007-3-28,2797.649,3004.295,2152.7859,118.996,115.659
2007-3-29,2783.305,2894.779,2117.1543,119.014,115.656
2007-3-30,2781.784,2926.064,2124.8176,119.028,115.672
2007-4-2,2850.107,2993.63,2175.4551,119.055,115.705
2007-4-3,2888.115,3042.461,2206.2659,119.045,115.705
2007-4-4,2911.821,3078.901,2225.7449,119.054,115.723
2007-4-5,2945.045,3133.142,2256.6045,119.069,115.719
2007-4-6,2972.008,3182.797,2280.9285,119.045,115.691
2007-4-9,3038.172,3240.302,2326.5596,119.022,115.631
2007-4-10,3081.568,3261.527,2354.563,118.98,115.545
2007-4-11,3121.319,3309.745,2384.8105,118.969,115.52
2007-4-12,3176.437,3387.412,2432.0334,118.981,115.523
2007-4-13,3169.233,3358.632,2423.2295,118.971,115.491
2007-4-16,3255.998,3458.067,2491.8245,118.975,115.499
2007-4-17,3283.604,3558.216,2531.1584,118.919,115.378
2007-4-18,3304.501,3649.714,2565.8223,118.83,115.226
2007-4-19,3150.303,3435.78,2441.9038,118.811,115.149
2007-4-20,3289.282,3614.391,2554.6775,118.779,115.089
2007-4-23,3431.318,3782.256,2662.6802,118.803,115.134
2007-4-24,3445.196,3821.416,2678.5886,118.776,115.086
2007-4-25,3448.281,3805.046,2677.5464,118.744,115.105
2007-4-26,3493.581,3853.269,2712.311,118.778,115.157
2007-4-27,3470.523,3845.813,2699.519,118.793,115.188
2007-4-30,3558.709,3903.689,2744.2964,118.876,115.277
2007-5-8,3686.03,4091.133,2848.9771,118.947,115.34
2007-5-9,3701.277,4099.126,2861.5015,118.956,115.319
2007-5-10,3724.51,4128.081,2882.4983,118.897,115.228
2007-5-11,3702.612,4109.403,2869.6846,118.81,115.098
2007-5-14,3734.42,4133.826,2890.4812,118.637,114.97
2007-5-15,3604.636,3998.777,2795.0479,118.38,114.719
2007-5-16,3700.287,4118.139,2869.8296,118.339,114.68
2007-5-17,3778.605,4221.913,2935.7014,118.322,114.647
2007-5-18,3776.629,4235.185,2940.5273,118.305,114.583
2007-5-21,3831.443,4364.156,2999.2437,117.975,114.318
2007-5-22,3870.489,4459.813,3044.1614,117.895,114.196
2007-5-23,3938.945,4582.306,3109.29,117.874,114.163
2007-5-24,3919.748,4571.714,3097.6194,117.894,114.182
2007-5-25,3985.252,4649.857,3147.6848,117.901,114.17
2007-5-28,4072.578,4761.701,3214.5708,117.928,114.174
2007-5-29,4168.289,4853.643,3282.6885,117.955,114.197
2007-5-30,3886.459,4456.279,3050.2522,117.961,114.205
2007-5-31,3927.952,4267.781,3019.6184,117.981,114.209
2007-6-1,3803.954,3960.442,2880.1553,117.987,114.188
2007-6-4,3511.431,3618.688,2654.4648,117.993,114.181
2007-6-5,3634.633,3659.941,2716.3667,118,114.207
2007-6-6,3677.58,3736.931,2752.7961,117.977,114.189
2007-6-7,3802.304,3936.766,2860.8347,117.955,114.182
2007-6-8,3837.867,4002.868,2897.3096,117.908,114.069
2007-6-11,3931.862,4104.551,2966.8245,117.834,113.949
2007-6-12,4036.109,4218.436,3044.3606,117.676,113.707
2007-6-13,4118.268,4372.53,3123.2249,117.587,113.6
2007-6-14,4075.821,4311.975,3089.4182,117.488,113.475
2007-6-15,4099.381,4316.53,3101.7402,117.418,113.383
2007-6-18,4227.569,4439.185,3194.188,117.389,113.36
2007-6-19,4253,4529.033,3230.3083,117.292,113.216
2007-6-20,4157.599,4396.218,3152.2109,117.237,113.196
2007-6-21,4197.28,4374.488,3165.4724,117.083,112.971
2007-6-22,4051.426,4123.215,3031.8625,117.104,112.9996
2007-6-25,3877.59,3851.944,2881.1841,117.101,112.97
2007-6-26,3928.213,3928.703,2920.2795,117.097,112.993
2007-6-27,4040.484,4022.313,2999.6868,117.072,112.97
2007-6-28,3858.522,3757.978,2848.9597,116.986,112.87
2007-6-29,3764.078,3585.486,2754.3779,116.94,112.811
2007-7-2,3757.655,3644.79,2760.4216,116.975,112.843
2007-7-3,3832.227,3704.706,2809.459,116.988,112.848
2007-7-4,3743.582,3622.518,2746.8796,117.004,112.875
2007-7-5,3537.435,3380.179,2591.6316,116.994,112.871
2007-7-6,3710.283,3591.377,2722.426,116.981,112.85
2007-7-9,3821.302,3711.714,2804.9187,116.953,112.816
2007-7-10,3775.621,3606.187,2758.6067,116.894,112.776
2007-7-11,3789.874,3653.311,2775.2383,116.899,112.684
2007-7-12,3816.921,3671.175,2791.7754,116.862,112.612
2007-7-13,3820.124,3655.845,2789.4084,116.853,112.601
2007-7-16,3697.966,3532.064,2702.0237,116.881,112.611
2007-7-17,3789.651,3610.382,2763.1792,116.874,112.588
2007-7-18,3807.574,3624.341,2775.5237,116.88,112.615
2007-7-19,3806.997,3640.282,2781.9294,116.879,112.606
2007-7-20,3971.884,3788.744,2895.5549,116.876,112.631
2007-7-23,4156.723,3984.788,3032.2051,116.878,112.631
2007-7-24,4161.352,3993.019,3038.0762,116.854,112.624
2007-7-25,4255.463,4106.826,3112.2461,117.071,112.925
2007-7-26,4303.185,4190.881,3157.769,117.251,113.11
2007-7-27,4307.143,4269.767,3182.2007,117.302,113.2
2007-7-30,4410.297,4353.092,3252.5361,117.341,113.249
2007-7-31,4460.564,4403.584,3291.1372,117.34,113.231
2007-8-1,4290.477,4161.135,3153.1858,117.374,113.321
2007-8-2,4436.192,4336.811,3263.3955,117.401,113.352
2007-8-3,4598.379,4408.047,3357.9233,117.405,113.334
2007-8-6,4703.984,4504.344,3430.3716,117.433,113.335
2007-8-7,4724.547,4470.142,3435.0791,117.405,113.33
2007-8-8,4668.087,4395.427,3390.5125,117.398,113.314
2007-8-9,4777.286,4442.06,3452.5203,117.435,113.377
2007-8-10,4726.683,4348.811,3404.4961,117.454,113.404
2007-8-13,4721.192,4329.765,3396.7952,117.463,113.415
2007-8-14,4795.568,4436.206,3460.4612,117.501,113.437
2007-8-15,4798.75,4412.795,3456.7722,117.586,113.497
2007-8-16,4721.942,4438.959,3424.3484,117.593,113.527
2007-8-17,4626.583,4390.883,3367.7742,117.613,113.586
2007-8-20,4885.427,4570.571,3533.2041,117.662,113.649
2007-8-21,4972.711,4625.28,3585.4617,117.699,113.715
2007-8-22,5051.688,4685.058,3637.2507,117.734,113.803
2007-8-23,5135.93,4733.839,3689.8472,117.772,113.88
2007-8-24,5217.581,4742.953,3733.0925,117.818,113.962
2007-8-27,5243.147,4724.544,3735.8879,117.913,114.01
2007-8-28,5251.77,4729.791,3741.2141,117.904,114.016
2007-8-29,5171.822,4701.439,3693.9543,117.883,113.971
2007-8-30,5241.228,4843.707,3763.9858,117.89,113.99
2007-8-31,5296.813,4897.636,3804.9426,117.914,114.007
2007-9-3,5419.169,5008.833,3890.7791,117.983,114.118
2007-9-4,5360.333,4980.529,3854.9917,117.983,114.13
2007-9-5,5363.251,5010.729,3864.7783,117.972,114.099
2007-9-6,5412.037,5065.515,3903.8408,117.961,114.071
2007-9-7,5294.795,4939.231,3819.8743,117.926,113.996
2007-9-10,5377.222,5038.941,3883.7395,117.952,114.025
2007-9-11,5124.092,4718.312,3685.7551,117.83,113.836
2007-9-12,5202.856,4770.769,3732.8308,117.754,113.724
2007-9-13,5349.97,4872.661,3823.9597,117.716,113.689
2007-9-14,5397.278,4936.694,3864.2683,117.127,112.905
2007-9-17,5498.908,5047.597,3940.2336,116.933,112.568
2007-9-18,5476.839,5096.239,3939.093,116.953,112.631
2007-9-19,5419.268,5029.101,3894.1179,117.012,112.739
2007-9-20,5494.915,5079.078,3944.2568,117.02,112.794
2007-9-21,5468.098,5028.843,3920.7708,117.158,113.026
2007-9-24,5513.895,5054.73,3943.9827,117.214,113.038
2007-9-25,5454.615,5013.06,3905.9512,117.243,113.135
2007-9-26,5361.021,4932.521,3843.9109,117.365,113.336
2007-9-27,5427.657,4972.716,3887.5906,117.522,113.483
2007-9-28,5580.813,5083.65,3988.595,117.663,113.615
2007-10-8,5653.136,5088.596,4025.3083,117.845,113.827
2007-10-9,5675.927,5141.892,4048.6301,117.845,113.833
2007-10-10,5685.759,5109.1,4052.4971,117.863,113.859
2007-10-11,5760.078,5005.498,4072.532,117.888,113.889
2007-10-12,5737.221,4891.386,4038.012,117.886,113.876
2007-10-15,5821.447,4890.596,4076.0029,117.894,113.885
2007-10-16,5877.202,4943.559,4116.0049,117.885,113.86
2007-10-17,5824.117,4929.536,4085.3821,117.713,113.633
2007-10-18,5615.747,4814.462,3957.9939,117.68,113.583
2007-10-19,5614.06,4813.952,3958.9578,117.637,113.547
2007-10-22,5472.677,4688.292,3857.7544,117.601,113.418
2007-10-23,5540.09,4688.722,3889.3213,117.563,113.357
2007-10-24,5588.014,4596.635,3890.6287,117.548,113.366
2007-10-25,5333.792,4251.497,3691.928,117.58,113.385
2007-10-26,5394.807,4228.946,3707.1091,117.549,113.359
2007-10-29,5508.357,4288.789,3776.8704,117.671,113.469
2007-10-30,5596.068,4388.327,3844.3313,117.702,113.479
2007-10-31,5688.543,4550.183,3930.7908,117.708,113.468
2007-11-1,5605.232,4431.099,3859.4529,117.689,113.428
2007-11-2,5472.93,4329.631,3766.8074,117.656,113.373
2007-11-5,5360.305,4361.872,3724.0388,117.598,113.251
2007-11-6,5317.549,4395.011,3706.2698,117.528,113.182
2007-11-7,5350.629,4385.856,3721.2622,117.426,113.06
2007-11-8,5093.669,4205.65,3555.1064,117.322,112.885
2007-11-9,5040.525,4153.236,3515.4631,117.241,112.756
2007-11-12,4978.252,4098.556,3465.02,117.204,112.692
2007-11-13,4939.244,4114.509,3448.866,117.199,112.68
2007-11-14,5145.888,4263.995,3587.6594,117.135,112.603
2007-11-15,5081.113,4210.704,3542.9624,117.139,112.557
2007-11-16,5007.662,4217.228,3510.6895,117.095,112.544
2007-11-19,4994.416,4313.28,3528.0784,117.133,112.581
2007-11-20,5069.382,4371.676,3579.1338,117.158,112.625
2007-11-21,4997.62,4308.422,3531.5063,117.179,112.665
2007-11-22,4772.617,4113.309,3374.0239,117.161,112.657
2007-11-23,4856.161,4193.98,3431.5769,117.217,112.711
2007-11-26,4800.082,4151.876,3396.4741,117.28,112.78
2007-11-27,4711.152,4108.951,3343.5522,117.356,112.865
2007-11-28,4648.751,4078.041,3307.9307,117.374,112.912
2007-11-29,4842.07,4185.267,3425.2043,117.39,112.932
2007-11-30,4737.408,4122.932,3359.5952,117.419,112.964
2007-12-3,4772.674,4170.263,3387.4402,117.44,112.988
2007-12-4,4829.214,4194.015,3418.7214,117.452,112.995
2007-12-5,4965.947,4273.045,3504.564,117.468,113.015
2007-12-6,4971.055,4291.068,3511.429,117.506,113.055
2007-12-7,5041.35,4362.22,3563.8667,117.515,113.086
2007-12-10,5133.562,4483.831,3639.573,117.547,113.115
2007-12-11,5140,4534.937,3654.2751,117.578,113.138
2007-12-12,5077.39,4544.681,3628.3059,117.632,113.217
2007-12-13,4884.298,4402.636,3502.9712,117.604,113.177
2007-12-14,4977.652,4499.53,3570.6567,117.728,113.374
2007-12-17,4857.289,4506.042,3512.1592,117.794,113.459
2007-12-18,4829.909,4467.812,3491.5034,117.839,113.517
2007-12-19,4946.285,4565.622,3571.45,117.844,113.504
2007-12-20,5037.195,4621.393,3629.8254,117.857,113.512
2007-12-21,5101.852,4691.533,3678.5232,117.844,113.493
2007-12-24,5207.134,4772.638,3749.9006,117.91,113.566
2007-12-25,5216.813,4815.209,3763.8784,117.925,113.586
2007-12-26,5265.026,4912.841,3812.0542,117.943,113.627
2007-12-27,5367.53,4963.453,3874.9688,118.081,113.874
2007-12-28,5338.275,4947.603,3858.7986,118.038,113.785
2008-1-2,5385.103,5123.934,3919.5815,118.103,113.846
2008-1-3,5422.034,5230.749,3962.2092,118.097,113.839
2008-1-4,5483.65,5243.032,3996.6794,118.099,113.829
2008-1-7,5556.593,5347.806,4054.1118,118.16,113.9
2008-1-8,5528.054,5200.552,4008.6497,118.2,113.944
2008-1-9,5613.758,5356.482,4085.1641,118.213,113.954
2008-1-10,5672.154,5382.326,4119.8052,118.211,113.952
2008-1-11,5699.147,5376.797,4132.4399,118.25,114.035
2008-1-14,5731.757,5445.102,4165.583,118.248,114.036
2008-1-15,5696.45,5487.088,4160.5225,118.263,114.052
2008-1-16,5505.717,5412.911,4050.7422,118.272,114.063
2008-1-17,5365.624,5270.956,3952.1436,118.293,114.089
2008-1-18,5414.468,5317.448,3987.5918,118.328,114.14
2008-1-21,5145.734,5097.226,3802.3901,118.403,114.226
2008-1-22,4753.868,4661.826,3508.2954,118.406,114.221
2008-1-23,4975.111,4912.058,3670.345,118.608,114.523
2008-1-24,5027.213,5080.926,3731.3491,118.792,114.79
2008-1-25,5077.429,5096.69,3760.3601,118.874,114.91
2008-1-28,4731.883,4740.501,3504.635,118.987,115.043
2008-1-29,4762.083,4840.636,3537.8093,119.001,115.036
2008-1-30,4710.652,4851.426,3516.3533,119.105,115.163
2008-1-31,4620.401,4663.415,3430.9375,119.235,115.325
2008-2-1,4571.945,4456.927,3357.7458,119.565,115.783
2008-2-4,4950.124,4820.387,3629.1541,119.741,115.978
2008-2-5,4921.829,4838.995,3622.1616,119.773,116.003
2008-2-13,4816.084,4813.581,3562.4019,119.875,116.099
2008-2-14,4880.252,4910.358,3616.6833,119.886,116.106
2008-2-15,4813.311,4886.016,3577.8462,119.876,116.082
2008-2-18,4910.992,5043.144,3661.7639,119.883,116.072
2008-2-19,5020.753,5133.361,3738.1223,119.769,115.925
2008-2-20,4908.717,5089.439,3670.7041,119.804,115.966
2008-2-21,4876.03,5153.601,3663.2463,119.852,116.033
2008-2-22,4702.241,5029.198,3548.2529,119.931,116.151
2008-2-25,4519.783,4869.654,3422.1687,120,116.221
2008-2-26,4515.533,4868.814,3425.9983,120.074,116.325
2008-2-27,4639.768,4977.335,3513.6812,120.136,116.393
2008-2-28,4622.056,4989.412,3505.6294,120.199,116.468
2008-2-29,4674.55,5057.617,3548.4241,120.211,116.483
2008-3-3,4790.744,5227.732,3639.8948,120.24,116.501
2008-3-4,4671.148,5192.593,3567.6526,120.207,116.436
2008-3-5,4628.724,5214.238,3552.1099,120.186,116.383
2008-3-6,4685.03,5223.82,3591.2888,120.193,116.383
2008-3-7,4621.685,5115.916,3532.446,120.181,116.339
2008-3-10,4431.589,4948.353,3398.1785,120.222,116.38
2008-3-11,4441.184,5015.932,3413.3816,120.201,116.337
2008-3-12,4309.648,4881.03,3315.5903,120.237,116.384
2008-3-13,4198.96,4688.679,3219.6904,120.275,116.44
2008-3-14,4157.871,4662.316,3190.1929,120.323,116.509
2008-3-17,3965.279,4302.614,3019.1152,120.379,116.575
2008-3-18,3763.948,3986.319,2853.3008,120.406,116.605
2008-3-19,3888.861,4176.486,2953.207,120.497,116.75
2008-3-20,4001.832,4347.743,3042.5901,120.556,116.824
2008-3-21,4037.83,4405.856,3068.4519,120.601,116.888
2008-3-24,3857.091,4314.581,2952.5198,120.681,116.988
2008-3-25,3905.774,4367.341,2987.0046,120.814,117.187
2008-3-26,3914.37,4352.053,2989.1145,120.884,117.281
2008-3-27,3748.92,4119.785,2855.0786,120.955,117.38
2008-3-28,3918.156,4241.452,2971.6147,120.97,117.396
2008-3-31,3790.53,4044.098,2870.1191,120.999,117.391
2008-4-1,3582.855,3704.273,2700.4099,120.974,117.329
2008-4-2,3547.977,3500.522,2650.0974,120.971,117.323
2008-4-3,3650.698,3588.762,2720.6165,121.005,117.374
2008-4-7,3845.822,3822.371,2868.7786,121.057,117.431
2008-4-8,3891.059,3908.802,2906.4688,121.071,117.448
2008-4-9,3688.125,3695.306,2753.9321,121.09,117.47
2008-4-10,3754.715,3803.456,2809.6975,121.108,117.486
2008-4-11,3783.728,3862.363,2837.7561,121.12,117.486
2008-4-14,3536.327,3607.218,2655.0835,121.173,117.548
2008-4-15,3583.299,3723.267,2703.7449,121.21,117.587
2008-4-16,3494.016,3633.675,2638.0576,121.224,117.611
2008-4-17,3386.63,3511.914,2562.3445,121.242,117.62
2008-4-18,3272.499,3338.274,2465.605,121.286,117.672
2008-4-21,3267.554,3314.506,2461.7563,121.322,117.7
2008-4-22,3296.277,3266.383,2468.0205,121.335,117.691
2008-4-23,3453.727,3409.774,2581.8821,121.341,117.695
2008-4-24,3774.504,3723.071,2816.5305,121.228,117.518
2008-4-25,3803.07,3756.33,2833.7178,121.189,117.465
2008-4-28,3729.154,3729.562,2789.9221,121.238,117.527
2008-4-29,3776.943,3759.545,2820.217,121.232,117.5
2008-4-30,3959.119,3903.178,2946.6946,121.223,117.494
2008-5-5,4055.779,4040.159,3019.1013,121.33,117.598
2008-5-6,4010.888,4024.99,2992.9209,121.331,117.589
2008-5-7,3821.319,3850.226,2854.8279,120.988,117.115
2008-5-8,3925.041,3985.197,2930.9792,121.028,117.164
2008-5-9,3878.924,3986.24,2906.209,121.055,117.179
2008-5-12,3904.92,4069.145,2936.9211,121.07,117.201
2008-5-13,3851.687,4078.877,2909.4436,121.084,117.228
2008-5-14,3975.782,4168.486,2991.9451,121.09,117.217
2008-5-15,3948.088,4131.252,2970.1807,121.098,117.22
2008-5-16,3936.121,4071.91,2951.6108,121.111,117.241
2008-5-19,3914.072,4070.049,2936.8828,121.122,117.235
2008-5-20,3710.818,3813.935,2780.8669,121.12,117.239
2008-5-21,3783.049,3908.772,2836.7874,121.111,117.227
2008-5-22,3711.444,3871.553,2789.8723,121.127,117.268
2008-5-23,3675.147,3829.645,2767.6406,121.147,117.291
2008-5-26,3559.217,3728.751,2683.1226,121.171,117.317
2008-5-27,3576.197,3743.539,2695.8599,121.182,117.313
2008-5-28,3676.23,3847.258,2770.3989,121.216,117.35
2008-5-29,3580.868,3749.216,2702.9722,121.237,117.38
2008-5-30,3611.33,3755.631,2724.3125,121.255,117.404
2008-6-2,3625.826,3788.153,2742.6458,121.288,117.437
2008-6-3,3614.111,3771.097,2730.2151,121.314,117.465
2008-6-4,3546.916,3704.078,2682.0149,121.325,117.478
2008-6-5,3512.138,3657.487,2659.4475,121.344,117.493
2008-6-6,3489.502,3629.923,2643.9175,121.348,117.489
2008-6-10,3206.562,3312.794,2425.5981,121.217,117.263
2008-6-11,3140.299,3226.923,2372.7793,120.949,116.809
2008-6-12,3084.633,3197.545,2335.4204,120.971,116.798
2008-6-13,2979.117,3045.105,2252.7292,120.947,116.727
2008-6-16,2952.242,2977.818,2229.855,120.991,116.771
2008-6-17,2842.676,2791.289,2139.335,120.98,116.749
2008-6-18,2991.273,2951.844,2250.9656,120.995,116.755
2008-6-19,2773.076,2702.801,2083.8157,121.008,116.763
2008-6-20,2849.668,2764.28,2139.811,120.823,116.47
2008-6-23,2789.941,2717.969,2094.6201,120.753,116.332
